estadístico,valor
Cook_max,0.0034698629818401784
Cook_p99,0.0010308435059096606
Leverage_max,0.01040523281217922
Leverage_p99,0.004117219838632918
Resid_dev_media,-0.4730665408274569
Resid_dev_sd,0.8431916887800611
