modelo,variable,coef,IC95_coef_inf,IC95_coef_sup,OR,IC95_OR_inf,IC95_OR_sup,p_value
Imputación por regresión,Rainfall_log1p,0.24103482262343368,0.2221499121305336,0.25991973311633376,1.2725653486006012,1.2487585678903397,1.2968259903071833,4.123959600979345e-138
Imputación por regresión,WindGustSpeed,0.6941396831411196,0.6648405730530056,0.7234387932292337,2.001985990549695,1.944180541859752,2.061510142737745,0.0
Imputación por regresión,Sunshine,-0.46080396962644543,-0.4979884398879008,-0.42361949936499005,0.6307763165961109,0.6077519605426739,0.6546729379914845,2.5863036538706287e-130
Imputación por regresión,Evaporation,-0.06090219412148014,-0.09580055170383706,-0.026003836539123228,0.9409152623196074,0.9086452257392157,0.9743313515412295,0.0006253066943310706
Imputación por regresión,Cloud3pm,0.28354295842097815,0.25037847096344057,0.31670744587851574,1.3278259203935519,1.284511474997954,1.3726009531147172,5.042425231381479e-63
Imputación por regresión,Cloud9am,-0.077035290977122,-0.10897100286224148,-0.045099579092002524,0.9258571786254236,0.8967564204906883,0.9559022892115784,2.269397833904521e-06
Imputación por regresión,Temp3pm,0.46432228143933146,0.43111639555469017,0.49752816732397276,1.5909356168478723,1.538974669342605,1.6446509402499168,2.2986178871228e-165
Imputación por regresión,WindSpeed3pm,-0.26638254220774277,-0.2925406467091564,-0.2402244377063291,0.766145988257726,0.746364907142013,0.7864513319243199,1.2418319536635388e-88
Imputación por regresión,Month_sin,-0.19032261523976463,-0.21226359101689807,-0.16838163946263118,0.8266923873546606,0.8087514898402888,0.8450312758559605,8.029634426489883e-65
Imputación por regresión,Month_cos,-0.19627589971791418,-0.2212139457936191,-0.17133785364220924,0.8217854730176943,0.8015451747258742,0.8425368712298428,1.0948774393252226e-53
